tweet_no	tweet_id
1	1241859979591798784
2	1241280764278341633
3	1241740183701258241
4	1240737069158318082
5	1241706443033784320
6	1241409236518735875
7	1242434059722199040
8	1241429605434765312
9	1241933991063826432
10	1240974303283339265
11	1241056501306920966
12	1240743715389480961
13	1241127275334156290
14	1241357154453532673
15	1241862426942996481
16	1241319523296387072
17	1241524975087034369
18	1241865119677779968
19	1242308716751474688
20	1241056307144265729
21	1241100194751623169
22	1240902166296002560
23	1241781573160239106
24	1241322307311845376
25	1241135746209234947
26	1241070400496435203
27	1241246662791778305
28	1241322629425963010
29	1240747018580090880
30	1241347267354861574
31	1242252101276913672
32	1241313403391614976
33	1240796008847749121
34	1240954634941992960
35	1241599680087314432
36	1242069968784707585
37	1242075464916701184
38	1242013289472819201
39	1241060286255300611
40	1240836105777197059
41	1241381985194520576
42	1241444441111638018
43	1240983247078727681
44	1242059858121277440
45	1241079796089737217
46	1241472420369833985
47	1240880064314707973
48	1241352336485818368
49	1241016711828189185
50	1242118962575523841
51	1241014482391969800
52	1240964470165442561
53	1240987937564655616
54	1241748426997542912
55	1241716466740838400
56	1241865061494333440
57	1241868467210522626
58	1241357161382412290
59	1241927277740462081
60	1241727415740780546
61	1242639538679398401
62	1240990250241069057
63	1240720644804874240
64	1241346693200785410
65	1241842020035047431
66	1241105466408800256
67	1242683624660623360
68	1242269948036165632
69	1241312842277584907
70	1241868567722721283
71	1241872280432631808
72	1241860310782312456
73	1241344508547211264
74	1241807819160109056
75	1241705872444841984
76	1242071613115445249
77	1241836341710794760
78	1241741173498224641
79	1242285108985356290
80	1242004280959172608
81	1242527667112591360
82	1242109413567193090
83	1240765254025478144
84	1242538189144948736
85	1241867996940959748
86	1241292143051890688
87	1241752471040655360
88	1242135665225195520
89	1240788449130680320
90	1241595893062795264
91	1241664761160511488
92	1241401478339874828
93	1241487887260094472
94	1241550495791091712
95	1241795860796669953
96	1.24105E+18
97	1241815668451880960
98	1241401385536667648
99	1240724485541629957
100	1240976106498424832
101	1241436386496045059
102	1242374222430842880
103	1242555201241993222
104	1242113402673270785
105	1241473452906819586
106	1241125777091026945
107	1241197853843701763
108	1241790495841345537
109	1241127863912468484
110	1241027971202330629
111	1241899961261928450
112	1241105061142564866
113	1241808238376607745
114	1240684472426729472
115	1240859713530707968
116	1241125119407374338
117	1242366105064296449
118	1241453082879410176
119	1242058174452113408
120	1240966572769980417
121	1240901501113032704
122	1241018739623149569
123	1240904598283595777
124	1241720299172831234
125	1241414467600224257
126	1241820901856940034
127	1241251112512094209
128	1241804911567921152
129	1241109013183561728
130	1241691838618177537
131	1241092274420887552
132	1241097920625160195
133	1241456479678484480
134	1241509009494081536
135	1241394591598874627
136	1241127139690328065
137	1242050866372378624
138	1241114945942695936
139	1241357903761735681
140	1241136405193142273
141	1241475096864329731
142	1242014887695482881
143	1241815646209482752
144	1241410982209040388
145	1241379097982521345
146	1242201023713890306
147	1242720680535371777
148	1241401218443993088
149	1242161177238650880
150	1242145147434995720
151	1241786335960207363
152	1241109993606217729
153	1241405661981925376
154	1242023268296597504
155	1242633345554497536
156	1241430791948767243
157	1242212900879695873
158	1241028344528986112
159	1241631511671115777
160	1241507094873935874
161	1241787767752921088
162	1241947529643786241
163	1240925345873870849
164	1241502762715746306
165	1241455878869524482
166	1241070331395276801
167	1241847291440517121
168	1241303540259266560
169	1241126404026138624
170	1241454741969948675
171	1241439086512082952
172	1242563204661809159
173	1241862762508300288
174	1241496115771510784
175	1242226025200676864
176	1240904762171809792
177	1241478274871590913
178	1241604491188862976
179	1241256694065385473
180	1242099616776101890
181	1241777322220544001
182	1242201014947713024
183	1242532493812740098
184	1241471516585406465
185	1241093527339012096
186	1241849986238865408
187	1240247959842967553
188	1241871825241604104
189	1241079762426134532
190	1241477842946449409
191	1241498585662992384
192	1240990317668638722
193	1241675844625539072
194	1241235703792615424
195	1242546005305933824
196	1240902921388204032
197	1241003030683795456
198	1241707674804408321
