tweet_no	tweet_id
1	1241859979591798784
2	1241280764278341633
3	1241740183701258241
4	1240737069158318082
5	1241706443033784320
6	1241409236518735875
7	1242434059722199040
8	1241429605434765312
9	1241933991063826432
10	1240974303283339265
11	1241056501306920966
12	1240743715389480961
13	1241127275334156290
14	1241357154453532673
15	1241862426942996481
16	1241319523296387072
17	1241524975087034369
18	1241865119677779968
19	1242308716751474688
20	1241056307144265729
21	1241100194751623169
22	1240902166296002560
23	1241781573160239106
24	1241322307311845376
25	1241135746209234947
26	1241070400496435203
27	1241246662791778305
28	1241322629425963010
29	1240747018580090880
30	1241347267354861574
31	1242252101276913672
32	1241313403391614976
33	1240796008847749121
34	1240954634941992960
35	1241599680087314432
36	1242069968784707585
37	1242075464916701184
38	1242013289472819201
39	1241060286255300611
40	1240836105777197059
41	1241381985194520576
42	1241444441111638018
43	1240983247078727681
44	1242059858121277440
45	1241079796089737217
46	1241472420369833985
47	1240880064314707973
48	1241352336485818368
49	1241016711828189185
50	1242118962575523841
51	1241014482391969800
52	1240964470165442561
53	1240987937564655616
54	1241748426997542912
55	1241716466740838400
56	1241865061494333440
57	1241868467210522626
58	1241357161382412290
59	1241927277740462081
60	1241727415740780546
61	1242639538679398401
62	1240990250241069057
63	1240720644804874240
64	1241346693200785410
65	1241842020035047431
66	1241105466408800256
67	1242683624660623360
68	1242269948036165632
69	1241312842277584907
70	1241868567722721283
71	1241872280432631808
72	1241860310782312456
73	1241344508547211264
74	1241807819160109056
75	1241705872444841984
76	1242071613115445249
77	1241836341710794760
78	1241741173498224641
79	1242285108985356290
80	1242004280959172608
81	1242527667112591360
82	1242109413567193090
83	1240765254025478144
84	1242538189144948736
85	1241867996940959748
86	1241292143051890688
87	1241752471040655360
88	1242135665225195520
89	1240788449130680320
90	1241595893062795264
91	1241664761160511488
92	1241401478339874828
93	1241487887260094472
94	1241550495791091712
95	1241795860796669953
96	1.24105E+18
97	1241815668451880960
98	1241401385536667648
99	1240724485541629957
100	1240976106498424832
101	1241436386496045059
102	1242374222430842880
103	1242555201241993222
104	1242113402673270785
105	1241473452906819586
106	1241125777091026945
107	1241197853843701763
108	1241790495841345537
109	1241127863912468484
110	1241027971202330629
111	1241899961261928450
112	1241105061142564866
113	1241808238376607745
114	1240684472426729472
115	1240859713530707968
116	1241125119407374338
117	1242366105064296449
118	1241453082879410176
119	1242058174452113408
120	1240966572769980417
121	1240901501113032704
122	1241018739623149569
123	1240904598283595777
124	1241720299172831234
125	1241414467600224257
126	1241820901856940034
127	1241251112512094209
128	1241804911567921152
129	1241109013183561728
130	1241691838618177537
131	1241092274420887552
132	1241097920625160195
133	1241456479678484480
134	1241509009494081536
135	1241394591598874627
136	1241127139690328065
137	1242050866372378624
138	1241114945942695936
139	1241357903761735681
140	1241136405193142273
141	1241475096864329731
142	1242014887695482881
143	1241815646209482752
144	1241410982209040388
145	1241379097982521345
146	1242201023713890306
147	1242720680535371777
148	1241401218443993088
149	1242161177238650880
150	1242145147434995720
151	1241786335960207363
152	1241109993606217729
153	1241405661981925376
154	1242023268296597504
155	1242633345554497536
156	1241430791948767243
157	1242212900879695873
158	1241028344528986112
159	1241631511671115777
160	1241507094873935874
161	1241787767752921088
162	1241947529643786241
163	1240925345873870849
164	1241502762715746306
165	1241455878869524482
166	1241070331395276801
167	1241847291440517121
168	1241303540259266560
169	1241126404026138624
170	1241454741969948675
171	1241439086512082952
172	1242563204661809159
173	1241862762508300288
174	1241496115771510784
175	1242226025200676864
176	1240904762171809792
177	1241478274871590913
178	1241604491188862976
179	1241256694065385473
180	1242099616776101890
181	1241777322220544001
182	1242201014947713024
183	1242532493812740098
184	1241471516585406465
185	1241093527339012096
186	1241849986238865408
187	1240247959842967553
188	1241871825241604104
189	1241079762426134532
190	1241477842946449409
191	1241498585662992384
192	1240990317668638722
193	1241675844625539072
194	1241235703792615424
195	1242546005305933824
196	1240902921388204032
197	1241003030683795456
198	1241707674804408321
219	1236031768127512576
220	1241322629425963010
221	1255273399166873600
222	1292203671191728128
223	1239504722672877569
224	1241850621885546496
225	1257096280830083072
226	1269329140769009666
227	1246502183111200769
228	1271462383295369218
229	1278374332167786498
230	1293105940502319105
231	1248715434813280258
232	1293136538541465601
233	1284012812054999040
234	1261476487598870536
235	1295778884907143169
236	1252811268085313537
237	1239221460226527235
238	1262216338690408451
239	1239715322233487360
240	1285942434699137025
241	1283152907576238082
242	1278223765894303744
243	1293105386841673728
244	1261113755703918594
245	1237315345750339584
246	1253251092202356736
247	1244891682618908673
248	1269877258505904129
249	1272461815704883201
250	1261700302518059011
251	1254916712421523458
252	1285236641670594560
253	1261341071243644932
254	1260910288511160320
255	1259667832305889281
256	1255673332617412608
257	1264016951560437762
258	1240593860876697607
259	1241010470678642691
260	1295124437000491008
261	1293478393409933312
262	1261063763920388096
263	1261727933544226816
264	1239447683670171651
265	1293285921983541250
266	1262602898028007424
267	1293143486850576384
268	1258392212947324931
269	1240962278859538433
270	1293109394931167232
271	1237991637151879168
272	1247840412334731264
273	1248970419748683776
274	1263764878524919808
275	1270239597356888064
276	1252717586866999297
277	1245599233140355072
278	1268346732510937088
279	1239823531673882625
280	1258833772713295872
281	1253768097292484608
282	1261115537272320005
283	1250001496583872513
284	1242865126786633729
285	1261358557347213312
286	1239123300351172608
287	1262398976214609922
288	1285211309693427717
289	1261408368926666752
290	1284353959604387841
291	1256380783603994625
292	1261482596384542721
293	1255826966143545344
294	1257090901731672064
295	1255569468123725827
296	1258058328615387136
297	1291819827976339456
298	1260999936067407872
299	1259302134396248064
300	1244221824206082049
301	1247475173357486081
302	1262476084563423232
303	1241026506475868160
304	1224044812267073537
305	1255648059339538435
306	1259947912643047424
307	1287843879471861761
308	1289295605320355840
309	1285280815941730304
310	1282836516973273090
311	1293661035358900224
312	1285302277973188611
313	1293104863992324096
314	1252884851969019905
315	1300329279104770048
316	1260209613707894788
317	1269756668860141569
318	1280236336579072001
319	1262398116399124481
320	1249658601641324545
321	1258793787309998080
322	1256361606474326018
323	1261373053822537728
324	1293194873068290048
325	1251502119288438784
326	1247856358340296705
327	1242478513015238661
328	1293928084463325186
329	1265943263011319808
330	1263590429523468290
331	1279768180437721091
332	1285294579827318787
333	1258407027229036544
334	1293105181429833729
335	1257961926774132739
336	1241500897496256516
337	1258184512569294850
338	1260230074596458496
339	1283156510990901253
340	1259508583332319232
341	1293307548595085313
342	1293105606388260864
343	1285687260780863490
344	1261358048448217094
345	1293134806298120192
346	1289123675153760256
347	1274461854803296260
348	1294546964365881344
349	1255920742748872707
350	1262394586464489473
351	1255611845739778049
352	1239888536226148363
353	1257241054354554886
354	1293112403018887169
355	1249427390650036224
356	1261749258450944001
357	1287859375751811072
358	1298286402707304450
359	1246950748971245574
360	1252870274103427072
361	1249223244256870401
362	1297822429432209408
363	1281735584227237888
364	1253153775151468545
365	1289494777147224064
366	1239828063904501761
367	1261088759015186437
368	1293448886414184449
369	1295285458885398529
370	1286209439549108224
371	1297635222352277506
372	1276429554127646722
373	1239543462128738305
374	1292018326349152258
375	1271797297765134338
376	1245013228662542343
377	1287769781312131072
378	1253054443668586496
379	1293140474929324034
380	1259500944875610112
381	1241630017026699264
382	1288048885546483713
383	1267049706875748353
384	1249997743826833410
385	1293331183644942336
386	1298212092542103554
387	1264720349167595527
388	1240055967661920258
389	1251325391379234816
390	1268739348700311552
391	1297632051579858946
392	1261364694465445888
393	1257188509959553024
394	1260250552753160193
395	1264376254100357120
396	1259580026330271746
397	1285303213823078400
398	1264851315429126144
399	1293449156145577985
400	1253456617091108864
401	1263873683325702145
402	1264534149261602816
403	1295737828756852737
404	1275385101472464908
405	1300497405209726976
406	1291390975470903296
407	1254164155285884928
408	1253347927839453184
409	1291894437426147328
410	1293161845021442049
411	1261364335152181249
412	1258425019597807616
413	1294346599351681031
414	1260132991990464512
415	1293405431625396225
416	1271506082700111877
417	1286556192286924800
418	1260885503525748736
419	1260540296896667651
420	1250250054402748417
421	1256248418592309248
422	1239446324573020161
423	1270026712223547392
424	1285363915917004800
425	1293131271649087488
426	1257191998882226178
427	1274660702754672640
428	1249430264629137408
429	1287635232204759041
430	1292923524743667725
431	1263726726317854720
432	1288720792159690752
433	1239527545093095424
434	1240701387580665858
435	1264462404009840640
436	1260615835451822081
437	1284922634581544962
438	1255453400961093633
439	1284120848639692801
440	1254565981998874624
441	1254208697338863618
442	1285784221345292289
443	1245511119734800386
444	1241413827201294336
445	1299366491037544453
446	1276108203814682624
447	1262110334174867463
448	1243780283419295745
449	1293238457347825667
450	1279459960842141698
451	1251264273394917377
452	1287426594945073153
453	1293121521897046017
454	1257369403013939201
455	1279327839230111744
456	1297961524456284161
457	1237317562305839104
458	1259029076398006274
459	1243294880740368384
460	1298504976097042433
461	1271869972042702849
462	1272126955555631105
463	1262079534062428160
464	1263582841767518210
465	1284957888306393090
466	1265180895360749568
467	1249729074932649989
468	1256249347806765056
469	1262069153818710016
470	1266741019376332800
471	1260862552973639680
472	1254454398014627840
473	1293145020548227073
474	1239883976766033920
475	1290293228760006658
476	1299363370819223552
477	1293261020698480644
478	1251116011849428998
479	1290299073073778690
480	1293135339301855234
481	1294561371103866880
482	1255934957664550912
483	1262572374001618946
484	1294642912383381504
485	1255276039573471233
486	1273331641516281858
487	1285211631212015623
488	1256704039120707586
489	1239993922207842304
490	1275443495755489280
491	1293260471953391617
492	1259430973550329856
493	1245380478191972357
494	1263566278498926600
495	1297493342352289795
496	1239906286801731589
497	1283331075448672257
498	1260711142818828288
499	1250295235768283137
500	1262390826312794112
501	1276424962991992834
502	1262542941245112320
503	1257286705192853505
504	1282940479718461440
505	1280536350773653504
506	1272885616443895811
507	1290244004412452867
508	1276289066875699200
509	1297222199712129025
510	1254208512193855498
511	1292742446019940352
512	1291051338306973696
513	1291256882376642560
514	1295722116344512513
515	1275880720792268800
516	1261310368594477059
517	1293484563675611138
518	1274938176277221376
519	1257301386049531905
520	1255874550404771840
521	1259575977904156674
522	1293136523127332865
523	1295319818133020676
524	1250286978488086529
525	1253401348047077376
526	1247780798800883712
527	1295301399379574784
528	1260976737971830784
529	1293114137418104833
530	1242041527272079360
531	1293798730685132801
532	1267090464991326208
533	1252729179692564481
534	1298253814361808896
535	1239623368141389824
536	1261431177656905728
537	1275061055115325444
538	1285509277751418882
539	1288089126395404289
540	1239620159440138241
541	1284861804057747457
542	1293584282250891266
543	1290252656984731648
544	1241734852984127489
545	1259935480373805064
546	1244993100105252864
547	1285853634425651200
548	1293120628703338496
549	1266101954763272194
550	1255613885253632002
551	1286605705944891392
552	1294244637180407808
553	1261614432494538754
554	1244953158796873729
555	1293108186015240192
556	1254847787046301699
557	1276216099248443393
558	1257913775841312769
559	1285218939618852865
560	1224973248665980931
561	1262838184443916288
562	1295336697564209153
563	1293123451620921344
564	1265035801722851328
565	1275212088932208640
566	1262743904790523906
567	1242714566741635072
568	1273842018444357640
569	1290918155179745280
570	1258969071003017218
571	1293847314763849728
572	1292077584214380549
573	1267543919602151429
574	1255099558079664129
575	1263452366810034178
576	1293978151845015552
577	1293176875200593922
578	1262918463477084160
579	1261968774502195200
580	1260311798701580288
581	1297651192315731968
582	1263562996149780481
583	1293138005969047554
584	1258514988538359810
585	1263819704789016577
586	1290323281988456453
587	1271916388110733314
588	1293585139591766017
589	1248879685020377088
590	1276409621754806274
591	1296352605816475648
592	1256667272925642753
593	1284237916613611523
594	1294306669577621505
595	1261325469305024512
596	1291257314503163911
597	1294567157234311169
598	1261227360365543424
599	1253997520776302592
600	1297963208523812866
601	1282294729267388418
602	1273721900062191618
603	1261383363274764288
604	1263709536717869056
605	1261446263188475910
606	1293113027185774592
607	1265935868830855170
608	1293211490829336576
609	1285260523467083779
610	1293856528777252865
611	1252724910968971264
612	1263756233594601474
613	1293289489784352775
614	1293220872816406530
615	1281320389810049024
616	1282902644114305024
617	1243984852963209219
618	1264436969058131968
619	1283035261564264448
620	1285905000879841281
621	1260215182153973762
622	1257091764755861506
623	1261748253047033857
624	1267365426536873985
625	1288255416867205120
626	1268480897860489217
627	1261276740212658176
628	1261703182700498946
629	1253700275451449345
630	1241400482192654336
631	1243569893435293696
632	1293184619534102530
633	1297151069634662403
634	1268475205938286592
635	1283171670522580993
636	1293785521899089920
637	1285424151411531777
638	1260447095464566784
639	1293368656248872961
640	1286734084321030151
641	1261613592660639744
642	1272027491440431104
643	1285305073682325504
644	1247892976367353857
645	1292188392915120128
646	1275249842244194305
647	1293137003203231744
648	1262748696829030412
649	1292170579081080834
650	1293111259567620096
651	1299944735453458432
652	1292189512467132417
653	1292183934005121024
654	1291428693529722880
655	1293150253986779137
656	1292181426394337283
657	1289534722125651968
658	1293185492272308224
659	1250415758133387264
660	1291694962543910913
661	1293924675857321984
662	1295003463970107392
663	1293137369017856000
664	1293134062715129862
665	1291425555770990595
666	1293147261334179840
667	1293141136400424965
668	1296928697908367363
669	1273699956340281362
670	1299905387144110080
671	1261377671428268032
672	1292187224394682370
673	1294528464821854208
674	1287808048027901959
675	1292187244938264581
676	1293136616450646017
677	1241127405294682124
678	1244924177754329088
679	1295634156131680256
680	1264239903031930885
681	1293311277532618752
682	1297160733709479937
683	1293199042093219842
684	1283732269258039298
685	1293135460596961282
686	1291696183350571011
687	1297536469695901697
688	1286580862495203328
689	1297487295696625664
690	1292454153218691076
691	1293661815721820162
692	1292081092959313925
693	1293122177756258304
694	1285152000074829826
695	1300319060870270977
696	1296851004156252166
697	1293185405702086656
698	1299014833300537346
699	1293499205458239489
700	1293923341364068355
701	1290187970998185984
702	1293114215419478016
703	1273327726368358403
704	1293123161840594944
705	1295687768920784899
706	1289496316108775424
707	1293146709221138433
708	1293108967602888704
709	1293106511632314368
710	1296761712771837952
711	1295361059314782209
712	1298336501441462272
713	1294554799963344903
714	1292232479450058752
715	1292560547045613570
716	1294077784101445632
717	1297187359205859335
718	1296858637466587136
719	1299383600505384967
720	1294985276989874176
721	1293118598165213184
722	1288058106149244929
723	1291722943249121288
724	1293144427138027521
725	1292899798102745088
726	1290330169346056195
727	1290345443948470272
728	1297957568418131969
729	1294978931322499072
730	1293123056060248064
731	1293176035702263808
732	1295704545578942466
733	1294556488283893763
734	1293492714630189056
735	1293830216494841856
736	1299336004067827714
737	1293825635132080128
738	1293895493727268864
739	1296431689087045634
740	1293108231917772800
741	1293170295830978560
742	1299459240260775938
743	1293610838755028995
744	1297918149510090757
